frase_italiana,codice_python
96 meno 6,print(96 - 6)
96 meno 7,print(96 - 7)
96 meno 8,print(96 - 8)
96 meno 9,print(96 - 9)
96 meno 10,print(96 - 10)
96 meno 11,print(96 - 11)
96 meno 12,print(96 - 12)
96 meno 13,print(96 - 13)
96 meno 14,print(96 - 14)
96 meno 15,print(96 - 15)
96 meno 16,print(96 - 16)
96 meno 17,print(96 - 17)
96 meno 18,print(96 - 18)
96 meno 19,print(96 - 19)
96 meno 20,print(96 - 20)
96 meno 21,print(96 - 21)
96 meno 22,print(96 - 22)
96 meno 23,print(96 - 23)
96 meno 24,print(96 - 24)
96 meno 25,print(96 - 25)
96 meno 26,print(96 - 26)
96 meno 27,print(96 - 27)
96 meno 28,print(96 - 28)
96 meno 29,print(96 - 29)
96 meno 30,print(96 - 30)
96 meno 31,print(96 - 31)
96 meno 32,print(96 - 32)
96 meno 33,print(96 - 33)
96 meno 34,print(96 - 34)
96 meno 35,print(96 - 35)
96 meno 36,print(96 - 36)
96 meno 37,print(96 - 37)
96 meno 38,print(96 - 38)
96 meno 39,print(96 - 39)
96 meno 40,print(96 - 40)
96 meno 41,print(96 - 41)
96 meno 42,print(96 - 42)
96 meno 43,print(96 - 43)
96 meno 44,print(96 - 44)
96 meno 45,print(96 - 45)
96 meno 46,print(96 - 46)
96 meno 47,print(96 - 47)
96 meno 48,print(96 - 48)
96 meno 49,print(96 - 49)
96 meno 50,print(96 - 50)
96 meno 51,print(96 - 51)
96 meno 52,print(96 - 52)
96 meno 53,print(96 - 53)
96 meno 54,print(96 - 54)
96 meno 55,print(96 - 55)
96 meno 56,print(96 - 56)
96 meno 57,print(96 - 57)
96 meno 58,print(96 - 58)
96 meno 59,print(96 - 59)
96 meno 60,print(96 - 60)
96 meno 61,print(96 - 61)
96 meno 62,print(96 - 62)
96 meno 63,print(96 - 63)
96 meno 64,print(96 - 64)
96 meno 65,print(96 - 65)
96 meno 66,print(96 - 66)
96 meno 67,print(96 - 67)
96 meno 68,print(96 - 68)
96 meno 69,print(96 - 69)
96 meno 70,print(96 - 70)
96 meno 71,print(96 - 71)
96 meno 72,print(96 - 72)
96 meno 73,print(96 - 73)
96 meno 74,print(96 - 74)
96 meno 75,print(96 - 75)
96 meno 76,print(96 - 76)
96 meno 77,print(96 - 77)
96 meno 78,print(96 - 78)
96 meno 79,print(96 - 79)
96 meno 80,print(96 - 80)
96 meno 81,print(96 - 81)
96 meno 82,print(96 - 82)
96 meno 83,print(96 - 83)
96 meno 84,print(96 - 84)
96 meno 85,print(96 - 85)
96 meno 86,print(96 - 86)
96 meno 87,print(96 - 87)
96 meno 88,print(96 - 88)
96 meno 89,print(96 - 89)
96 meno 90,print(96 - 90)
96 meno 91,print(96 - 91)
96 meno 92,print(96 - 92)
96 meno 93,print(96 - 93)
96 meno 94,print(96 - 94)
96 meno 95,print(96 - 95)
96 meno 96,print(96 - 96)
97 meno 0,print(97 - 0)
97 meno 1,print(97 - 1)
97 meno 2,print(97 - 2)
97 meno 3,print(97 - 3)
97 meno 4,print(97 - 4)
97 meno 5,print(97 - 5)
97 meno 6,print(97 - 6)
97 meno 7,print(97 - 7)
97 meno 8,print(97 - 8)
97 meno 9,print(97 - 9)
97 meno 10,print(97 - 10)
97 meno 11,print(97 - 11)
97 meno 12,print(97 - 12)
97 meno 13,print(97 - 13)
97 meno 14,print(97 - 14)
97 meno 15,print(97 - 15)
97 meno 16,print(97 - 16)
97 meno 17,print(97 - 17)
97 meno 18,print(97 - 18)
97 meno 19,print(97 - 19)
97 meno 20,print(97 - 20)
97 meno 21,print(97 - 21)
97 meno 22,print(97 - 22)
97 meno 23,print(97 - 23)
97 meno 24,print(97 - 24)
97 meno 25,print(97 - 25)
97 meno 26,print(97 - 26)
97 meno 27,print(97 - 27)
97 meno 28,print(97 - 28)
97 meno 29,print(97 - 29)
97 meno 30,print(97 - 30)
97 meno 31,print(97 - 31)
97 meno 32,print(97 - 32)
97 meno 33,print(97 - 33)
97 meno 34,print(97 - 34)
97 meno 35,print(97 - 35)
97 meno 36,print(97 - 36)
97 meno 37,print(97 - 37)
97 meno 38,print(97 - 38)
97 meno 39,print(97 - 39)
97 meno 40,print(97 - 40)
97 meno 41,print(97 - 41)
97 meno 42,print(97 - 42)
97 meno 43,print(97 - 43)
97 meno 44,print(97 - 44)
97 meno 45,print(97 - 45)
97 meno 46,print(97 - 46)
97 meno 47,print(97 - 47)
97 meno 48,print(97 - 48)
97 meno 49,print(97 - 49)
97 meno 50,print(97 - 50)
97 meno 51,print(97 - 51)
97 meno 52,print(97 - 52)
97 meno 53,print(97 - 53)
97 meno 54,print(97 - 54)
97 meno 55,print(97 - 55)
97 meno 56,print(97 - 56)
97 meno 57,print(97 - 57)
97 meno 58,print(97 - 58)
97 meno 59,print(97 - 59)
97 meno 60,print(97 - 60)
97 meno 61,print(97 - 61)
97 meno 62,print(97 - 62)
97 meno 63,print(97 - 63)
97 meno 64,print(97 - 64)
97 meno 65,print(97 - 65)
97 meno 66,print(97 - 66)
97 meno 67,print(97 - 67)
97 meno 68,print(97 - 68)
97 meno 69,print(97 - 69)
97 meno 70,print(97 - 70)
97 meno 71,print(97 - 71)
97 meno 72,print(97 - 72)
97 meno 73,print(97 - 73)
97 meno 74,print(97 - 74)
97 meno 75,print(97 - 75)
97 meno 76,print(97 - 76)
97 meno 77,print(97 - 77)
97 meno 78,print(97 - 78)
97 meno 79,print(97 - 79)
97 meno 80,print(97 - 80)
97 meno 81,print(97 - 81)
97 meno 82,print(97 - 82)
97 meno 83,print(97 - 83)
97 meno 84,print(97 - 84)
97 meno 85,print(97 - 85)
97 meno 86,print(97 - 86)
97 meno 87,print(97 - 87)
97 meno 88,print(97 - 88)
97 meno 89,print(97 - 89)
97 meno 90,print(97 - 90)
97 meno 91,print(97 - 91)
97 meno 92,print(97 - 92)
97 meno 93,print(97 - 93)
97 meno 94,print(97 - 94)
97 meno 95,print(97 - 95)
97 meno 96,print(97 - 96)
97 meno 97,print(97 - 97)
98 meno 0,print(98 - 0)
98 meno 1,print(98 - 1)
98 meno 2,print(98 - 2)
98 meno 3,print(98 - 3)
98 meno 4,print(98 - 4)
98 meno 5,print(98 - 5)
98 meno 6,print(98 - 6)
98 meno 7,print(98 - 7)
98 meno 8,print(98 - 8)
98 meno 9,print(98 - 9)
98 meno 10,print(98 - 10)
98 meno 11,print(98 - 11)
98 meno 12,print(98 - 12)
98 meno 13,print(98 - 13)
98 meno 14,print(98 - 14)
98 meno 15,print(98 - 15)
98 meno 16,print(98 - 16)
98 meno 17,print(98 - 17)
98 meno 18,print(98 - 18)
98 meno 19,print(98 - 19)
98 meno 20,print(98 - 20)
98 meno 21,print(98 - 21)
98 meno 22,print(98 - 22)
98 meno 23,print(98 - 23)
98 meno 24,print(98 - 24)
98 meno 25,print(98 - 25)
98 meno 26,print(98 - 26)
98 meno 27,print(98 - 27)
98 meno 28,print(98 - 28)
98 meno 29,print(98 - 29)
98 meno 30,print(98 - 30)
98 meno 31,print(98 - 31)
98 meno 32,print(98 - 32)
98 meno 33,print(98 - 33)
98 meno 34,print(98 - 34)
98 meno 35,print(98 - 35)
98 meno 36,print(98 - 36)
98 meno 37,print(98 - 37)
98 meno 38,print(98 - 38)
98 meno 39,print(98 - 39)
98 meno 40,print(98 - 40)
98 meno 41,print(98 - 41)
98 meno 42,print(98 - 42)
98 meno 43,print(98 - 43)
98 meno 44,print(98 - 44)
98 meno 45,print(98 - 45)
98 meno 46,print(98 - 46)
98 meno 47,print(98 - 47)
98 meno 48,print(98 - 48)
98 meno 49,print(98 - 49)
98 meno 50,print(98 - 50)
98 meno 51,print(98 - 51)
98 meno 52,print(98 - 52)
98 meno 53,print(98 - 53)
98 meno 54,print(98 - 54)
98 meno 55,print(98 - 55)
98 meno 56,print(98 - 56)
98 meno 57,print(98 - 57)
98 meno 58,print(98 - 58)
98 meno 59,print(98 - 59)
98 meno 60,print(98 - 60)
98 meno 61,print(98 - 61)
98 meno 62,print(98 - 62)
98 meno 63,print(98 - 63)
98 meno 64,print(98 - 64)
98 meno 65,print(98 - 65)
98 meno 66,print(98 - 66)
98 meno 67,print(98 - 67)
98 meno 68,print(98 - 68)
98 meno 69,print(98 - 69)
98 meno 70,print(98 - 70)
98 meno 71,print(98 - 71)
98 meno 72,print(98 - 72)
98 meno 73,print(98 - 73)
98 meno 74,print(98 - 74)
98 meno 75,print(98 - 75)
98 meno 76,print(98 - 76)
98 meno 77,print(98 - 77)
98 meno 78,print(98 - 78)
98 meno 79,print(98 - 79)
98 meno 80,print(98 - 80)
98 meno 81,print(98 - 81)
98 meno 82,print(98 - 82)
98 meno 83,print(98 - 83)
98 meno 84,print(98 - 84)
98 meno 85,print(98 - 85)
98 meno 86,print(98 - 86)
98 meno 87,print(98 - 87)
98 meno 88,print(98 - 88)
98 meno 89,print(98 - 89)
98 meno 90,print(98 - 90)
98 meno 91,print(98 - 91)
98 meno 92,print(98 - 92)
98 meno 93,print(98 - 93)
98 meno 94,print(98 - 94)
98 meno 95,print(98 - 95)
98 meno 96,print(98 - 96)
98 meno 97,print(98 - 97)
98 meno 98,print(98 - 98)
99 meno 0,print(99 - 0)
99 meno 1,print(99 - 1)
99 meno 2,print(99 - 2)
99 meno 3,print(99 - 3)
99 meno 4,print(99 - 4)
99 meno 5,print(99 - 5)
99 meno 6,print(99 - 6)
99 meno 7,print(99 - 7)
99 meno 8,print(99 - 8)
99 meno 9,print(99 - 9)
99 meno 10,print(99 - 10)
99 meno 11,print(99 - 11)
99 meno 12,print(99 - 12)
99 meno 13,print(99 - 13)
99 meno 14,print(99 - 14)
99 meno 15,print(99 - 15)
99 meno 16,print(99 - 16)
99 meno 17,print(99 - 17)
99 meno 18,print(99 - 18)
99 meno 19,print(99 - 19)
99 meno 20,print(99 - 20)
99 meno 21,print(99 - 21)
99 meno 22,print(99 - 22)
99 meno 23,print(99 - 23)
99 meno 24,print(99 - 24)
99 meno 25,print(99 - 25)
99 meno 26,print(99 - 26)
99 meno 27,print(99 - 27)
99 meno 28,print(99 - 28)
99 meno 29,print(99 - 29)
99 meno 30,print(99 - 30)
99 meno 31,print(99 - 31)
99 meno 32,print(99 - 32)
99 meno 33,print(99 - 33)
99 meno 34,print(99 - 34)
99 meno 35,print(99 - 35)
99 meno 36,print(99 - 36)
99 meno 37,print(99 - 37)
99 meno 38,print(99 - 38)
99 meno 39,print(99 - 39)
99 meno 40,print(99 - 40)
99 meno 41,print(99 - 41)
99 meno 42,print(99 - 42)
99 meno 43,print(99 - 43)
99 meno 44,print(99 - 44)
99 meno 45,print(99 - 45)
99 meno 46,print(99 - 46)
99 meno 47,print(99 - 47)
99 meno 48,print(99 - 48)
99 meno 49,print(99 - 49)
99 meno 50,print(99 - 50)
99 meno 51,print(99 - 51)
99 meno 52,print(99 - 52)
99 meno 53,print(99 - 53)
99 meno 54,print(99 - 54)
99 meno 55,print(99 - 55)
99 meno 56,print(99 - 56)
99 meno 57,print(99 - 57)
99 meno 58,print(99 - 58)
99 meno 59,print(99 - 59)
99 meno 60,print(99 - 60)
99 meno 61,print(99 - 61)
99 meno 62,print(99 - 62)
99 meno 63,print(99 - 63)
99 meno 64,print(99 - 64)
99 meno 65,print(99 - 65)
99 meno 66,print(99 - 66)
99 meno 67,print(99 - 67)
99 meno 68,print(99 - 68)
99 meno 69,print(99 - 69)
99 meno 70,print(99 - 70)
99 meno 71,print(99 - 71)
99 meno 72,print(99 - 72)
99 meno 73,print(99 - 73)
99 meno 74,print(99 - 74)
99 meno 75,print(99 - 75)
99 meno 76,print(99 - 76)
99 meno 77,print(99 - 77)
99 meno 78,print(99 - 78)
99 meno 79,print(99 - 79)
99 meno 80,print(99 - 80)
99 meno 81,print(99 - 81)
99 meno 82,print(99 - 82)
99 meno 83,print(99 - 83)
99 meno 84,print(99 - 84)
99 meno 85,print(99 - 85)
99 meno 86,print(99 - 86)
99 meno 87,print(99 - 87)
99 meno 88,print(99 - 88)
99 meno 89,print(99 - 89)
99 meno 90,print(99 - 90)
99 meno 91,print(99 - 91)
99 meno 92,print(99 - 92)
99 meno 93,print(99 - 93)
99 meno 94,print(99 - 94)
99 meno 95,print(99 - 95)
99 meno 96,print(99 - 96)
99 meno 97,print(99 - 97)
99 meno 98,print(99 - 98)
99 meno 99,print(99 - 99)
100 meno 0,print(100 - 0)
sottrai 0 da 100,print(100 - 0)
100 meno 1,print(100 - 1)
sottrai 1 da 100,print(100 - 1)
100 meno 2,print(100 - 2)
sottrai 2 da 100,print(100 - 2)
100 meno 3,print(100 - 3)
sottrai 3 da 100,print(100 - 3)
100 meno 4,print(100 - 4)
sottrai 4 da 100,print(100 - 4)
100 meno 5,print(100 - 5)
sottrai 5 da 100,print(100 - 5)
100 meno 6,print(100 - 6)
sottrai 6 da 100,print(100 - 6)
100 meno 7,print(100 - 7)
sottrai 7 da 100,print(100 - 7)
100 meno 8,print(100 - 8)
sottrai 8 da 100,print(100 - 8)
100 meno 9,print(100 - 9)
sottrai 9 da 100,print(100 - 9)
100 meno 10,print(100 - 10)
sottrai 10 da 100,print(100 - 10)
100 meno 11,print(100 - 11)
sottrai 11 da 100,print(100 - 11)
100 meno 12,print(100 - 12)
sottrai 12 da 100,print(100 - 12)
100 meno 13,print(100 - 13)
sottrai 13 da 100,print(100 - 13)
100 meno 14,print(100 - 14)
sottrai 14 da 100,print(100 - 14)
100 meno 15,print(100 - 15)
sottrai 15 da 100,print(100 - 15)
100 meno 16,print(100 - 16)
sottrai 16 da 100,print(100 - 16)
100 meno 17,print(100 - 17)
sottrai 17 da 100,print(100 - 17)
100 meno 18,print(100 - 18)
sottrai 18 da 100,print(100 - 18)
100 meno 19,print(100 - 19)
sottrai 19 da 100,print(100 - 19)
100 meno 20,print(100 - 20)
sottrai 20 da 100,print(100 - 20)
100 meno 21,print(100 - 21)
sottrai 21 da 100,print(100 - 21)
100 meno 22,print(100 - 22)
sottrai 22 da 100,print(100 - 22)
100 meno 23,print(100 - 23)
sottrai 23 da 100,print(100 - 23)
100 meno 24,print(100 - 24)
sottrai 24 da 100,print(100 - 24)
100 meno 25,print(100 - 25)
sottrai 25 da 100,print(100 - 25)
100 meno 26,print(100 - 26)
sottrai 26 da 100,print(100 - 26)
100 meno 27,print(100 - 27)
sottrai 27 da 100,print(100 - 27)
100 meno 28,print(100 - 28)
sottrai 28 da 100,print(100 - 28)
100 meno 29,print(100 - 29)
sottrai 29 da 100,print(100 - 29)
100 meno 30,print(100 - 30)
sottrai 30 da 100,print(100 - 30)
100 meno 31,print(100 - 31)
sottrai 31 da 100,print(100 - 31)
100 meno 32,print(100 - 32)
sottrai 32 da 100,print(100 - 32)
100 meno 33,print(100 - 33)
sottrai 33 da 100,print(100 - 33)
100 meno 34,print(100 - 34)
sottrai 34 da 100,print(100 - 34)
100 meno 35,print(100 - 35)
sottrai 35 da 100,print(100 - 35)
100 meno 36,print(100 - 36)
sottrai 36 da 100,print(100 - 36)
100 meno 37,print(100 - 37)
sottrai 37 da 100,print(100 - 37)
100 meno 38,print(100 - 38)
sottrai 38 da 100,print(100 - 38)
100 meno 39,print(100 - 39)
sottrai 39 da 100,print(100 - 39)
100 meno 40,print(100 - 40)
sottrai 40 da 100,print(100 - 40)
100 meno 41,print(100 - 41)
sottrai 41 da 100,print(100 - 41)
100 meno 42,print(100 - 42)
sottrai 42 da 100,print(100 - 42)
100 meno 43,print(100 - 43)
sottrai 43 da 100,print(100 - 43)
100 meno 44,print(100 - 44)
sottrai 44 da 100,print(100 - 44)
100 meno 45,print(100 - 45)
sottrai 45 da 100,print(100 - 45)
100 meno 46,print(100 - 46)
sottrai 46 da 100,print(100 - 46)
100 meno 47,print(100 - 47)
sottrai 47 da 100,print(100 - 47)
100 meno 48,print(100 - 48)
sottrai 48 da 100,print(100 - 48)
100 meno 49,print(100 - 49)
sottrai 49 da 100,print(100 - 49)
100 meno 50,print(100 - 50)
sottrai 50 da 100,print(100 - 50)
100 meno 51,print(100 - 51)
sottrai 51 da 100,print(100 - 51)
100 meno 52,print(100 - 52)
sottrai 52 da 100,print(100 - 52)
100 meno 53,print(100 - 53)
sottrai 53 da 100,print(100 - 53)
100 meno 54,print(100 - 54)
sottrai 54 da 100,print(100 - 54)
100 meno 55,print(100 - 55)
sottrai 55 da 100,print(100 - 55)
100 meno 56,print(100 - 56)
sottrai 56 da 100,print(100 - 56)
100 meno 57,print(100 - 57)
sottrai 57 da 100,print(100 - 57)
100 meno 58,print(100 - 58)
sottrai 58 da 100,print(100 - 58)
100 meno 59,print(100 - 59)
sottrai 59 da 100,print(100 - 59)
100 meno 60,print(100 - 60)
sottrai 60 da 100,print(100 - 60)
100 meno 61,print(100 - 61)
sottrai 61 da 100,print(100 - 61)
100 meno 62,print(100 - 62)
sottrai 62 da 100,print(100 - 62)
100 meno 63,print(100 - 63)
sottrai 63 da 100,print(100 - 63)
100 meno 64,print(100 - 64)
sottrai 64 da 100,print(100 - 64)
100 meno 65,print(100 - 65)
sottrai 65 da 100,print(100 - 65)
100 meno 66,print(100 - 66)
sottrai 66 da 100,print(100 - 66)
100 meno 67,print(100 - 67)
sottrai 67 da 100,print(100 - 67)
100 meno 68,print(100 - 68)
sottrai 68 da 100,print(100 - 68)
100 meno 69,print(100 - 69)
sottrai 69 da 100,print(100 - 69)
100 meno 70,print(100 - 70)
sottrai 70 da 100,print(100 - 70)
100 meno 71,print(100 - 71)
sottrai 71 da 100,print(100 - 71)
100 meno 72,print(100 - 72)
sottrai 72 da 100,print(100 - 72)
100 meno 73,print(100 - 73)
sottrai 73 da 100,print(100 - 73)
100 meno 74,print(100 - 74)
sottrai 74 da 100,print(100 - 74)
100 meno 75,print(100 - 75)
sottrai 75 da 100,print(100 - 75)
100 meno 76,print(100 - 76)
sottrai 76 da 100,print(100 - 76)
100 meno 77,print(100 - 77)
sottrai 77 da 100,print(100 - 77)
100 meno 78,print(100 - 78)
sottrai 78 da 100,print(100 - 78)
100 meno 79,print(100 - 79)
sottrai 79 da 100,print(100 - 79)
100 meno 80,print(100 - 80)
sottrai 80 da 100,print(100 - 80)
100 meno 81,print(100 - 81)
sottrai 81 da 100,print(100 - 81)
100 meno 82,print(100 - 82)
sottrai 82 da 100,print(100 - 82)
100 meno 83,print(100 - 83)
sottrai 83 da 100,print(100 - 83)
100 meno 84,print(100 - 84)
sottrai 84 da 100,print(100 - 84)
100 meno 85,print(100 - 85)
sottrai 85 da 100,print(100 - 85)
100 meno 86,print(100 - 86)
sottrai 86 da 100,print(100 - 86)
100 meno 87,print(100 - 87)
sottrai 87 da 100,print(100 - 87)
100 meno 88,print(100 - 88)
sottrai 88 da 100,print(100 - 88)
100 meno 89,print(100 - 89)
sottrai 89 da 100,print(100 - 89)
100 meno 90,print(100 - 90)
sottrai 90 da 100,print(100 - 90)
100 meno 91,print(100 - 91)
sottrai 91 da 100,print(100 - 91)
100 meno 92,print(100 - 92)
sottrai 92 da 100,print(100 - 92)
100 meno 93,print(100 - 93)
sottrai 93 da 100,print(100 - 93)
100 meno 94,print(100 - 94)
sottrai 94 da 100,print(100 - 94)
100 meno 95,print(100 - 95)
sottrai 95 da 100,print(100 - 95)
100 meno 96,print(100 - 96)
sottrai 96 da 100,print(100 - 96)
100 meno 97,print(100 - 97)
sottrai 97 da 100,print(100 - 97)
100 meno 98,print(100 - 98)
sottrai 98 da 100,print(100 - 98)
100 meno 99,print(100 - 99)
sottrai 99 da 100,print(100 - 99)
100 meno 100,print(100 - 100)
sottrai 100 da 100,print(100 - 100)
101 meno 0,print(101 - 0)
101 meno 1,print(101 - 1)
101 meno 2,print(101 - 2)
101 meno 3,print(101 - 3)
101 meno 4,print(101 - 4)
101 meno 5,print(101 - 5)
101 meno 6,print(101 - 6)
101 meno 7,print(101 - 7)
101 meno 8,print(101 - 8)
101 meno 9,print(101 - 9)
101 meno 10,print(101 - 10)
101 meno 11,print(101 - 11)
101 meno 12,print(101 - 12)
101 meno 13,print(101 - 13)
101 meno 14,print(101 - 14)
101 meno 15,print(101 - 15)
101 meno 16,print(101 - 16)
101 meno 17,print(101 - 17)
101 meno 18,print(101 - 18)
101 meno 19,print(101 - 19)
101 meno 20,print(101 - 20)
101 meno 21,print(101 - 21)
101 meno 22,print(101 - 22)
101 meno 23,print(101 - 23)
101 meno 24,print(101 - 24)
101 meno 25,print(101 - 25)
101 meno 26,print(101 - 26)
101 meno 27,print(101 - 27)
101 meno 28,print(101 - 28)
101 meno 29,print(101 - 29)
101 meno 30,print(101 - 30)
101 meno 31,print(101 - 31)
101 meno 32,print(101 - 32)
101 meno 33,print(101 - 33)
101 meno 34,print(101 - 34)
101 meno 35,print(101 - 35)
101 meno 36,print(101 - 36)
101 meno 37,print(101 - 37)
101 meno 38,print(101 - 38)
101 meno 39,print(101 - 39)
101 meno 40,print(101 - 40)
101 meno 41,print(101 - 41)
101 meno 42,print(101 - 42)
101 meno 43,print(101 - 43)
101 meno 44,print(101 - 44)
101 meno 45,print(101 - 45)
101 meno 46,print(101 - 46)
101 meno 47,print(101 - 47)
101 meno 48,print(101 - 48)
101 meno 49,print(101 - 49)
101 meno 50,print(101 - 50)
101 meno 51,print(101 - 51)
101 meno 52,print(101 - 52)
101 meno 53,print(101 - 53)
101 meno 54,print(101 - 54)
101 meno 55,print(101 - 55)
101 meno 56,print(101 - 56)
101 meno 57,print(101 - 57)
101 meno 58,print(101 - 58)
101 meno 59,print(101 - 59)
101 meno 60,print(101 - 60)
101 meno 61,print(101 - 61)
101 meno 62,print(101 - 62)
101 meno 63,print(101 - 63)
101 meno 64,print(101 - 64)
101 meno 65,print(101 - 65)
101 meno 66,print(101 - 66)
101 meno 67,print(101 - 67)
101 meno 68,print(101 - 68)
101 meno 69,print(101 - 69)
101 meno 70,print(101 - 70)
101 meno 71,print(101 - 71)
101 meno 72,print(101 - 72)
101 meno 73,print(101 - 73)
101 meno 74,print(101 - 74)
101 meno 75,print(101 - 75)
101 meno 76,print(101 - 76)
101 meno 77,print(101 - 77)
101 meno 78,print(101 - 78)
101 meno 79,print(101 - 79)
101 meno 80,print(101 - 80)
101 meno 81,print(101 - 81)
101 meno 82,print(101 - 82)
101 meno 83,print(101 - 83)
101 meno 84,print(101 - 84)
101 meno 85,print(101 - 85)
101 meno 86,print(101 - 86)
101 meno 87,print(101 - 87)
101 meno 88,print(101 - 88)
101 meno 89,print(101 - 89)
101 meno 90,print(101 - 90)
101 meno 91,print(101 - 91)
101 meno 92,print(101 - 92)
101 meno 93,print(101 - 93)
101 meno 94,print(101 - 94)
101 meno 95,print(101 - 95)
101 meno 96,print(101 - 96)
101 meno 97,print(101 - 97)
101 meno 98,print(101 - 98)
101 meno 99,print(101 - 99)
101 meno 100,print(101 - 100)
102 meno 0,print(102 - 0)
102 meno 1,print(102 - 1)
102 meno 2,print(102 - 2)
102 meno 3,print(102 - 3)
102 meno 4,print(102 - 4)
102 meno 5,print(102 - 5)
102 meno 6,print(102 - 6)
102 meno 7,print(102 - 7)
102 meno 8,print(102 - 8)
102 meno 9,print(102 - 9)
102 meno 10,print(102 - 10)
102 meno 11,print(102 - 11)
102 meno 12,print(102 - 12)
102 meno 13,print(102 - 13)
102 meno 14,print(102 - 14)
102 meno 15,print(102 - 15)
102 meno 16,print(102 - 16)
102 meno 17,print(102 - 17)
102 meno 18,print(102 - 18)
102 meno 19,print(102 - 19)
102 meno 20,print(102 - 20)
102 meno 21,print(102 - 21)
102 meno 22,print(102 - 22)
102 meno 23,print(102 - 23)
102 meno 24,print(102 - 24)
102 meno 25,print(102 - 25)
102 meno 26,print(102 - 26)
102 meno 27,print(102 - 27)
102 meno 28,print(102 - 28)
102 meno 29,print(102 - 29)
102 meno 30,print(102 - 30)
102 meno 31,print(102 - 31)
102 meno 32,print(102 - 32)
102 meno 33,print(102 - 33)
102 meno 34,print(102 - 34)
102 meno 35,print(102 - 35)
102 meno 36,print(102 - 36)
102 meno 37,print(102 - 37)
102 meno 38,print(102 - 38)
102 meno 39,print(102 - 39)
102 meno 40,print(102 - 40)
102 meno 41,print(102 - 41)
102 meno 42,print(102 - 42)
102 meno 43,print(102 - 43)
102 meno 44,print(102 - 44)
102 meno 45,print(102 - 45)
102 meno 46,print(102 - 46)
102 meno 47,print(102 - 47)
102 meno 48,print(102 - 48)
102 meno 49,print(102 - 49)
102 meno 50,print(102 - 50)
102 meno 51,print(102 - 51)
102 meno 52,print(102 - 52)
102 meno 53,print(102 - 53)
102 meno 54,print(102 - 54)
102 meno 55,print(102 - 55)
102 meno 56,print(102 - 56)
102 meno 57,print(102 - 57)
102 meno 58,print(102 - 58)
102 meno 59,print(102 - 59)
102 meno 60,print(102 - 60)
102 meno 61,print(102 - 61)
102 meno 62,print(102 - 62)
102 meno 63,print(102 - 63)
102 meno 64,print(102 - 64)
102 meno 65,print(102 - 65)
102 meno 66,print(102 - 66)
102 meno 67,print(102 - 67)
102 meno 68,print(102 - 68)
102 meno 69,print(102 - 69)
102 meno 70,print(102 - 70)
102 meno 71,print(102 - 71)
102 meno 72,print(102 - 72)
102 meno 73,print(102 - 73)
102 meno 74,print(102 - 74)
102 meno 75,print(102 - 75)
102 meno 76,print(102 - 76)
102 meno 77,print(102 - 77)
102 meno 78,print(102 - 78)
102 meno 79,print(102 - 79)
102 meno 80,print(102 - 80)
102 meno 81,print(102 - 81)
102 meno 82,print(102 - 82)
102 meno 83,print(102 - 83)
102 meno 84,print(102 - 84)
102 meno 85,print(102 - 85)
102 meno 86,print(102 - 86)
102 meno 87,print(102 - 87)
102 meno 88,print(102 - 88)
102 meno 89,print(102 - 89)
102 meno 90,print(102 - 90)
102 meno 91,print(102 - 91)
102 meno 92,print(102 - 92)
102 meno 93,print(102 - 93)
102 meno 94,print(102 - 94)
102 meno 95,print(102 - 95)
102 meno 96,print(102 - 96)
102 meno 97,print(102 - 97)
102 meno 98,print(102 - 98)
102 meno 99,print(102 - 99)
102 meno 100,print(102 - 100)
103 meno 0,print(103 - 0)
103 meno 1,print(103 - 1)
103 meno 2,print(103 - 2)
103 meno 3,print(103 - 3)
103 meno 4,print(103 - 4)
103 meno 5,print(103 - 5)
103 meno 6,print(103 - 6)
103 meno 7,print(103 - 7)
103 meno 8,print(103 - 8)
103 meno 9,print(103 - 9)
103 meno 10,print(103 - 10)
103 meno 11,print(103 - 11)
103 meno 12,print(103 - 12)
103 meno 13,print(103 - 13)
103 meno 14,print(103 - 14)
103 meno 15,print(103 - 15)
103 meno 16,print(103 - 16)
103 meno 17,print(103 - 17)
103 meno 18,print(103 - 18)
103 meno 19,print(103 - 19)
103 meno 20,print(103 - 20)
103 meno 21,print(103 - 21)
103 meno 22,print(103 - 22)
103 meno 23,print(103 - 23)
103 meno 24,print(103 - 24)
